,Seller ID,Seller Name,"City, State",Brands Offered,Product Categories,Average Rating,Number of Reviews,Total Sales,Average Order Value (₹),Response Time (hrs)
428,S440,Seller S440,"Chennai, Tamil Nadu","['Flipkart (in-house)', 'Bajaj']","['Clothing', 'Bakeware', 'Mobiles', 'Electronics', 'Handicrafts']",4.0,14.8,17.2,2175,6
429,S585,Seller S585,"Bengaluru, Karnataka","['Zebronics', 'Flipkart (in-house)']","['Kitchenware', 'Bakeware', 'Clothing', 'Appliances']",4.7,0.3,10.7,4670,12
430,S518,Seller S518,"Bengaluru, Karnataka","['Prestige', 'Usha', 'Havells']",['Appliances'],4.6,24.2,30.1,2193,23
431,S909,Seller S909,"Delhi, NCR","['Pigeon', 'Bajaj']",['Home Decor'],4.4,10.9,11.3,1010,18
432,S969,Seller S969,"Mumbai, Maharashtra","['Manyavar', 'Zebronics', 'Mysore Silk Sarees']","['Clothing', 'Electronics', 'Ethnic Wear']",4.3,1.3,41.2,4631,10
433,S709,Seller S709,"Chennai, Tamil Nadu","['boAt', 'Mysore Silk Sarees', 'Usha']","['Mobiles', 'Handicrafts', 'Electronics']",4.4,17.0,15.0,4602,19
434,S266,Seller S266,"Srinagar, J&K","['Havells', 'Flipkart (in-house)', 'Mysore Silk Sarees']",['Bakeware'],4.5,8.4,43.0,1146,15
435,S548,Seller S548,"Mumbai, Maharashtra",['Mysore Silk Sarees'],"['Handicrafts', 'Appliances', 'Mobiles']",4.4,3.6,29.9,3800,8
436,S166,Seller S166,"Bengaluru, Karnataka",['Flipkart (in-house)'],"['Kitchenware', 'Handicrafts', 'Clothing', 'Ethnic Wear', 'Home Decor']",4.7,16.4,36.5,1377,23
437,S681,Seller S681,"Mumbai, Maharashtra","['Pigeon', 'boAt']","['Appliances', 'Clothing']",4.5,14.7,6.2,3607,14
438,S535,Seller S535,"Bengaluru, Karnataka","['Prestige', 'Flipkart (in-house)', 'Pigeon', 'Lava Mobiles', 'Bajaj', 'Zebronics']",['Handicrafts'],4.6,0.9,39.6,2287,1
439,S673,Seller S673,"Delhi, NCR",['Bajaj'],"['Electronics', 'Accessories', 'Mobiles', 'Ethnic Wear', 'Handicrafts']",4.8,5.4,41.9,2057,21
440,S307,Seller S307,"Chennai, Tamil Nadu","['Kanchipuram Saris', 'Pigeon', 'Havells']","['Mobiles', 'Handicrafts', 'Accessories', 'Appliances', 'Electronics']",4.7,16.2,42.0,4406,7
441,S781,Seller S781,"Mumbai, Maharashtra",['Usha'],"['Ethnic Wear', 'Electronics', 'Bakeware', 'Mobiles']",4.1,8.9,48.3,3396,17
442,S799,Seller S799,"Srinagar, J&K","['Havells', 'Usha']","['Home Decor', 'Kitchenware', 'Electronics', 'Mobiles', 'Appliances']",4.9,2.9,34.6,1844,1
443,S716,Seller S716,"Chennai, Tamil Nadu","['Prestige', 'Zebronics', 'Lava Mobiles']","['Appliances', 'Kitchenware']",4.4,4.3,1.7,4257,2
444,S497,Seller S497,"Bengaluru, Karnataka","['Lava Mobiles', 'Usha', 'Prestige', 'Havells', 'Manyavar']",['Bakeware'],4.5,16.7,6.1,1501,5
445,S774,Seller S774,"Srinagar, J&K","['Kanchipuram Saris', 'Manyavar', 'Pigeon', 'Bajaj', 'Flipkart (in-house)']","['Ethnic Wear', 'Accessories', 'Kitchenware', 'Home Decor']",4.7,19.9,3.3,4854,7
446,S682,Seller S682,"Chennai, Tamil Nadu",['Flipkart (in-house)'],"['Handicrafts', 'Kitchenware', 'Electronics', 'Mobiles']",5.0,12.8,38.4,3109,21
447,S967,Seller S967,"Srinagar, J&K","['Kanchipuram Saris', 'Mysore Silk Sarees']","['Accessories', 'Electronics', 'Mobiles', 'Clothing']",4.1,6.1,28.9,4773,12
448,S429,Seller S429,"Bengaluru, Karnataka","['Bajaj', 'Manyavar', 'Lava Mobiles', 'Usha', 'Flipkart (in-house)']",['Appliances'],4.3,20.1,20.8,3941,13
449,S945,Seller S945,"Chennai, Tamil Nadu","['Mysore Silk Sarees', 'Usha', 'Bajaj', 'Prestige', 'Lava Mobiles', 'Zebronics']",['Kitchenware'],4.8,20.3,25.5,4131,10
450,S335,Seller S335,"Mumbai, Maharashtra",['Mysore Silk Sarees'],"['Clothing', 'Home Decor', 'Handicrafts']",4.2,13.7,33.3,3953,12
451,S153,Seller S153,"Bengaluru, Karnataka","['Usha', 'Kanchipuram Saris', 'Mysore Silk Sarees', 'Manyavar']","['Mobiles', 'Accessories', 'Bakeware']",4.0,18.8,31.5,4845,22
452,S386,Seller S386,"Mumbai, Maharashtra",['Prestige'],"['Bakeware', 'Home Decor', 'Electronics', 'Appliances', 'Ethnic Wear']",4.7,3.4,12.4,2819,16
453,S154,Seller S154,"Mumbai, Maharashtra","['Prestige', 'Zebronics', 'boAt', 'Mysore Silk Sarees']",['Clothing'],4.1,20.4,37.5,1761,24
454,S758,Seller S758,"Chennai, Tamil Nadu","['Lava Mobiles', 'Mysore Silk Sarees', 'Usha', 'Prestige', 'Havells']","['Clothing', 'Handicrafts', 'Ethnic Wear', 'Mobiles', 'Accessories']",4.5,7.4,16.0,2305,16
455,S314,Seller S314,"Bengaluru, Karnataka",['Zebronics'],"['Handicrafts', 'Ethnic Wear', 'Accessories', 'Bakeware', 'Mobiles']",4.4,16.7,47.8,1302,17
456,S400,Seller S400,"Delhi, NCR","['Kanchipuram Saris', 'Manyavar', 'Zebronics']","['Bakeware', 'Electronics', 'Accessories', 'Handicrafts']",4.4,21.1,49.1,2484,7
457,S965,Seller S965,"Chennai, Tamil Nadu","['Zebronics', 'Mysore Silk Sarees', 'Havells', 'Pigeon', 'Flipkart (in-house)', 'Lava Mobiles']","['Clothing', 'Mobiles']",4.4,12.8,39.5,2783,20
458,S571,Seller S571,"Delhi, NCR","['Pigeon', 'Flipkart (in-house)', 'Havells', 'Kanchipuram Saris', 'boAt', 'Zebronics']","['Home Decor', 'Handicrafts', 'Clothing', 'Accessories']",5.0,7.4,31.9,1953,21
459,S894,Seller S894,"Delhi, NCR","['Pigeon', 'Usha', 'Prestige', 'Kanchipuram Saris']","['Mobiles', 'Kitchenware', 'Handicrafts']",4.0,9.9,32.5,4366,11
460,S371,Seller S371,"Delhi, NCR",['Mysore Silk Sarees'],"['Handicrafts', 'Appliances']",4.8,10.7,47.0,4402,20
461,S179,Seller S179,"Chennai, Tamil Nadu","['Prestige', 'Flipkart (in-house)', 'Lava Mobiles', 'Manyavar']","['Handicrafts', 'Home Decor', 'Mobiles']",4.4,17.5,26.8,4778,7
462,S319,Seller S319,"Bengaluru, Karnataka","['Pigeon', 'Usha', 'Kanchipuram Saris', 'Mysore Silk Sarees', 'Lava Mobiles']","['Electronics', 'Accessories', 'Kitchenware', 'Ethnic Wear']",5.0,23.8,10.4,1522,1
463,S704,Seller S704,"Mumbai, Maharashtra","['Bajaj', 'Lava Mobiles', 'Pigeon']",['Bakeware'],4.3,23.8,42.1,4262,18
464,S648,Seller S648,"Delhi, NCR","['Prestige', 'Havells', 'Kanchipuram Saris']","['Ethnic Wear', 'Clothing', 'Kitchenware', 'Bakeware', 'Electronics']",4.6,9.5,47.6,1388,22
465,S302,Seller S302,"Chennai, Tamil Nadu","['Kanchipuram Saris', 'boAt', 'Prestige']","['Handicrafts', 'Kitchenware', 'Bakeware', 'Accessories', 'Electronics']",4.2,0.7,6.5,3342,4
466,S853,Seller S853,"Mumbai, Maharashtra",['Pigeon'],"['Bakeware', 'Handicrafts', 'Mobiles', 'Accessories']",4.9,18.0,44.9,2711,23
467,S603,Seller S603,"Delhi, NCR",['Usha'],"['Mobiles', 'Appliances', 'Electronics']",4.8,9.5,5.0,4504,11
468,S313,Seller S313,"Bengaluru, Karnataka",['Usha'],"['Kitchenware', 'Ethnic Wear', 'Accessories', 'Appliances']",4.4,21.4,7.1,1337,24
469,S500,Seller S500,"Chennai, Tamil Nadu","['Kanchipuram Saris', 'Usha', 'Zebronics', 'Lava Mobiles']","['Accessories', 'Ethnic Wear', 'Clothing', 'Home Decor', 'Electronics']",4.2,12.6,2.3,2381,6
470,S557,Seller S557,"Chennai, Tamil Nadu","['Kanchipuram Saris', 'Pigeon', 'Zebronics', 'Flipkart (in-house)', 'Prestige', 'Usha']","['Accessories', 'Electronics', 'Appliances', 'Mobiles']",4.8,24.8,29.5,3386,11
471,S172,Seller S172,"Bengaluru, Karnataka",['Bajaj'],"['Handicrafts', 'Appliances', 'Home Decor']",4.7,16.6,32.4,3878,8
472,S608,Seller S608,"Srinagar, J&K","['Prestige', 'Mysore Silk Sarees', 'Pigeon', 'Usha', 'boAt', 'Kanchipuram Saris']","['Home Decor', 'Appliances']",4.1,21.3,7.6,3407,21
473,S926,Seller S926,"Mumbai, Maharashtra",['Manyavar'],"['Ethnic Wear', 'Accessories', 'Handicrafts', 'Bakeware', 'Clothing']",4.9,6.1,29.5,1027,9
474,S131,Seller S131,"Srinagar, J&K","['Usha', 'Prestige', 'boAt']",['Clothing'],4.1,8.5,39.7,2157,23
475,S837,Seller S837,"Delhi, NCR",['Mysore Silk Sarees'],['Handicrafts'],4.7,19.7,28.3,4960,9
476,S396,Seller S396,"Chennai, Tamil Nadu","['Zebronics', 'Flipkart (in-house)', 'Mysore Silk Sarees', 'Bajaj', 'Prestige', 'Lava Mobiles']",['Mobiles'],4.4,6.8,6.8,3694,8
477,S138,Seller S138,"Chennai, Tamil Nadu","['Manyavar', 'Usha', 'Flipkart (in-house)', 'boAt']","['Bakeware', 'Clothing', 'Accessories']",4.2,21.5,20.7,2333,10
478,S768,Seller S768,"Bengaluru, Karnataka","['Flipkart (in-house)', 'Lava Mobiles', 'Usha', 'boAt', 'Havells']","['Bakeware', 'Appliances', 'Mobiles', 'Accessories', 'Clothing']",4.5,14.4,17.5,1157,13
479,S665,Seller S665,"Mumbai, Maharashtra","['Pigeon', 'Bajaj']","['Clothing', 'Bakeware', 'Electronics', 'Mobiles']",4.2,21.6,8.6,1509,3
480,S564,Seller S564,"Delhi, NCR",['Manyavar'],['Clothing'],4.8,11.3,22.1,3289,14
481,S108,Seller S108,"Srinagar, J&K","['Bajaj', 'Pigeon']","['Accessories', 'Handicrafts']",4.7,13.6,14.8,3800,3
482,S768,Seller S768,"Mumbai, Maharashtra","['Zebronics', 'Bajaj']","['Bakeware', 'Accessories', 'Home Decor', 'Appliances', 'Handicrafts']",4.4,18.3,23.8,1289,4
483,S444,Seller S444,"Delhi, NCR","['Flipkart (in-house)', 'Prestige', 'Lava Mobiles', 'Pigeon']","['Clothing', 'Bakeware']",4.1,1.3,4.4,1885,24
484,S514,Seller S514,"Delhi, NCR",['Zebronics'],"['Bakeware', 'Appliances', 'Kitchenware', 'Accessories']",4.5,3.9,8.1,2464,11
485,S379,Seller S379,"Mumbai, Maharashtra","['Bajaj', 'Zebronics', 'Manyavar', 'Mysore Silk Sarees', 'boAt']","['Handicrafts', 'Home Decor', 'Clothing', 'Appliances', 'Kitchenware']",4.3,18.6,47.4,3135,17
486,S346,Seller S346,"Chennai, Tamil Nadu","['Lava Mobiles', 'Zebronics', 'Prestige', 'Manyavar', 'Pigeon']","['Clothing', 'Home Decor', 'Appliances', 'Kitchenware']",4.7,10.4,3.1,3391,15
487,S948,Seller S948,"Bengaluru, Karnataka",['Prestige'],['Handicrafts'],4.6,23.4,19.4,1629,24
488,S299,Seller S299,"Srinagar, J&K","['Lava Mobiles', 'Havells']",['Ethnic Wear'],4.4,17.7,48.9,1701,6
489,S894,Seller S894,"Mumbai, Maharashtra","['Manyavar', 'Pigeon', 'Mysore Silk Sarees', 'Prestige', 'boAt']","['Appliances', 'Handicrafts', 'Electronics']",4.4,5.9,33.7,4144,2
490,S927,Seller S927,"Mumbai, Maharashtra","['Bajaj', 'Pigeon', 'Mysore Silk Sarees', 'Usha', 'Kanchipuram Saris']","['Mobiles', 'Clothing', 'Home Decor', 'Handicrafts']",4.0,0.3,2.6,3649,13
491,S617,Seller S617,"Chennai, Tamil Nadu","['Flipkart (in-house)', 'Usha', 'Kanchipuram Saris', 'Pigeon', 'Manyavar']",['Accessories'],4.7,2.9,22.4,3528,14
492,S371,Seller S371,"Bengaluru, Karnataka","['Bajaj', 'Flipkart (in-house)', 'boAt']","['Mobiles', 'Appliances', 'Home Decor', 'Clothing', 'Handicrafts']",4.7,5.4,11.3,1613,12
493,S807,Seller S807,"Bengaluru, Karnataka","['Kanchipuram Saris', 'Mysore Silk Sarees', 'Lava Mobiles', 'Prestige']","['Appliances', 'Mobiles', 'Handicrafts']",4.8,0.7,13.2,1750,6
494,S488,Seller S488,"Delhi, NCR","['Prestige', 'boAt', 'Usha']","['Clothing', 'Ethnic Wear', 'Home Decor', 'Electronics']",4.1,11.6,7.0,3453,6
495,S640,Seller S640,"Chennai, Tamil Nadu","['boAt', 'Mysore Silk Sarees', 'Havells']","['Mobiles', 'Handicrafts', 'Clothing']",4.2,3.4,9.2,1549,20
496,S527,Seller S527,"Bengaluru, Karnataka","['Havells', 'Prestige', 'boAt', 'Usha']",['Mobiles'],4.6,10.5,45.8,2290,6
497,S244,Seller S244,"Srinagar, J&K","['Manyavar', 'boAt', 'Kanchipuram Saris', 'Flipkart (in-house)']","['Mobiles', 'Accessories']",4.8,2.4,4.0,1436,15
498,S222,Seller S222,"Chennai, Tamil Nadu","['Lava Mobiles', 'Flipkart (in-house)', 'Zebronics', 'Mysore Silk Sarees']",['Mobiles'],4.2,14.3,49.2,1520,4
499,S261,Seller S261,"Bengaluru, Karnataka","['Flipkart (in-house)', 'Lava Mobiles', 'Manyavar', 'Bajaj']","['Bakeware', 'Mobiles']",4.9,23.1,25.2,2059,16
500,S515,Seller S515,"Chennai, Tamil Nadu","['Flipkart (in-house)', 'Zebronics', 'Usha', 'Lava Mobiles', 'Mysore Silk Sarees', 'Manyavar']","['Clothing', 'Bakeware']",5.0,23.0,13.9,4239,3
501,S389,Seller S389,"Srinagar, J&K","['Mysore Silk Sarees', 'Usha']","['Bakeware', 'Appliances', 'Home Decor', 'Mobiles']",4.4,10.8,33.4,1324,18
502,S683,Seller S683,"Bengaluru, Karnataka","['Manyavar', 'Lava Mobiles', 'Bajaj', 'Kanchipuram Saris', 'Usha']","['Bakeware', 'Mobiles']",4.8,23.9,32.7,2223,1
503,S894,Seller S894,"Chennai, Tamil Nadu","['Bajaj', 'Zebronics', 'Usha', 'Flipkart (in-house)']","['Home Decor', 'Clothing', 'Ethnic Wear']",4.1,10.5,40.7,2671,12
504,S170,Seller S170,"Mumbai, Maharashtra","['Mysore Silk Sarees', 'Lava Mobiles', 'Flipkart (in-house)', 'Zebronics']","['Ethnic Wear', 'Appliances', 'Electronics']",4.3,7.1,11.0,3517,5
505,S159,Seller S159,"Bengaluru, Karnataka","['Zebronics', 'Kanchipuram Saris']","['Electronics', 'Accessories', 'Handicrafts', 'Bakeware']",4.5,4.4,12.3,1168,11
506,S142,Seller S142,"Srinagar, J&K","['Kanchipuram Saris', 'Mysore Silk Sarees', 'Pigeon']","['Ethnic Wear', 'Home Decor', 'Handicrafts', 'Clothing']",4.4,9.6,35.1,3606,12
507,S719,Seller S719,"Srinagar, J&K","['Manyavar', 'Zebronics', 'Prestige', 'Usha', 'boAt', 'Mysore Silk Sarees']","['Ethnic Wear', 'Clothing', 'Electronics', 'Bakeware']",4.9,0.2,25.0,2046,13
508,S122,Seller S122,"Srinagar, J&K","['Lava Mobiles', 'boAt', 'Manyavar', 'Zebronics']","['Home Decor', 'Bakeware', 'Electronics', 'Ethnic Wear', 'Appliances']",4.0,3.0,6.6,1032,9
509,S788,Seller S788,"Bengaluru, Karnataka",['Bajaj'],"['Home Decor', 'Ethnic Wear', 'Clothing', 'Electronics']",4.6,16.0,33.4,4754,5
510,S299,Seller S299,"Chennai, Tamil Nadu",['boAt'],"['Handicrafts', 'Clothing', 'Appliances', 'Electronics']",4.9,15.6,2.4,2189,8
511,S476,Seller S476,"Mumbai, Maharashtra","['Bajaj', 'Havells', 'Mysore Silk Sarees', 'Pigeon', 'Manyavar']","['Accessories', 'Electronics', 'Mobiles', 'Bakeware', 'Appliances']",4.5,2.2,19.5,2862,22
512,S903,Seller S903,"Chennai, Tamil Nadu","['Zebronics', 'Havells', 'Usha', 'Prestige', 'Bajaj']","['Accessories', 'Kitchenware', 'Handicrafts', 'Bakeware', 'Clothing']",4.4,5.3,23.8,3572,14
513,S651,Seller S651,"Bengaluru, Karnataka","['Usha', 'Prestige', 'boAt', 'Kanchipuram Saris', 'Bajaj', 'Mysore Silk Sarees']","['Appliances', 'Electronics', 'Ethnic Wear', 'Home Decor']",5.0,14.9,23.5,2988,16
514,S775,Seller S775,"Mumbai, Maharashtra","['Bajaj', 'Pigeon', 'Havells', 'Flipkart (in-house)', 'boAt', 'Kanchipuram Saris']","['Electronics', 'Handicrafts', 'Accessories']",4.9,2.7,4.9,4028,1
515,S277,Seller S277,"Chennai, Tamil Nadu",['Havells'],"['Home Decor', 'Electronics', 'Kitchenware', 'Mobiles', 'Accessories']",4.1,7.9,6.3,1789,20
516,S562,Seller S562,"Mumbai, Maharashtra","['Lava Mobiles', 'Havells', 'Usha', 'Prestige', 'Zebronics', 'boAt']","['Home Decor', 'Kitchenware']",4.2,19.0,25.4,4547,15
517,S679,Seller S679,"Mumbai, Maharashtra","['Usha', 'Manyavar', 'Zebronics', 'Bajaj', 'Havells', 'Kanchipuram Saris']",['Ethnic Wear'],5.0,10.9,26.1,2120,12
518,S967,Seller S967,"Srinagar, J&K","['Lava Mobiles', 'Flipkart (in-house)', 'Zebronics', 'Usha', 'Manyavar']","['Ethnic Wear', 'Accessories', 'Appliances', 'Home Decor']",4.2,0.6,47.9,3585,18
519,S953,Seller S953,"Bengaluru, Karnataka","['Manyavar', 'Bajaj', 'Lava Mobiles', 'Prestige', 'Zebronics', 'Usha']","['Appliances', 'Accessories', 'Ethnic Wear', 'Handicrafts', 'Bakeware']",4.2,25.0,23.9,4874,8
520,S204,Seller S204,"Delhi, NCR","['Zebronics', 'Havells', 'Manyavar', 'Flipkart (in-house)', 'Bajaj', 'Lava Mobiles']","['Kitchenware', 'Home Decor']",4.3,20.5,21.2,2692,1
521,S370,Seller S370,"Bengaluru, Karnataka","['Pigeon', 'Kanchipuram Saris', 'Mysore Silk Sarees', 'Flipkart (in-house)']","['Appliances', 'Bakeware', 'Home Decor', 'Clothing']",4.1,1.8,3.8,2425,20
522,S619,Seller S619,"Mumbai, Maharashtra","['Lava Mobiles', 'boAt', 'Bajaj']","['Clothing', 'Kitchenware']",4.6,3.6,36.8,3606,17
523,S361,Seller S361,"Chennai, Tamil Nadu",['Prestige'],"['Bakeware', 'Ethnic Wear']",4.4,22.9,22.4,4566,2
524,S950,Seller S950,"Chennai, Tamil Nadu","['Bajaj', 'Zebronics', 'Prestige', 'Mysore Silk Sarees', 'Flipkart (in-house)']","['Home Decor', 'Bakeware']",4.7,18.6,49.5,4914,23
525,S189,Seller S189,"Chennai, Tamil Nadu",['boAt'],"['Bakeware', 'Electronics', 'Accessories', 'Mobiles', 'Handicrafts']",4.1,13.5,50.0,4407,7
526,S743,Seller S743,"Srinagar, J&K","['Manyavar', 'Mysore Silk Sarees', 'Havells', 'Usha', 'Pigeon']","['Electronics', 'Home Decor', 'Clothing']",4.4,19.2,16.1,1454,9
527,S506,Seller S506,"Bengaluru, Karnataka",['Havells'],['Bakeware'],4.1,5.4,10.7,4328,18
528,S804,Seller S804,"Bengaluru, Karnataka","['Flipkart (in-house)', 'Usha', 'Havells', 'boAt', 'Manyavar', 'Kanchipuram Saris']","['Kitchenware', 'Accessories', 'Electronics', 'Clothing']",4.6,4.9,10.0,1527,13
529,S917,Seller S917,"Chennai, Tamil Nadu","['Usha', 'Havells']","['Kitchenware', 'Home Decor']",4.4,15.0,27.4,4081,17
530,S354,Seller S354,"Delhi, NCR",['Mysore Silk Sarees'],"['Bakeware', 'Electronics']",4.4,23.4,42.0,4556,15
531,S276,Seller S276,"Mumbai, Maharashtra","['Mysore Silk Sarees', 'Lava Mobiles', 'Prestige', 'Bajaj', 'Kanchipuram Saris', 'Flipkart (in-house)']","['Electronics', 'Ethnic Wear', 'Accessories']",4.9,16.5,24.3,3659,22
532,S766,Seller S766,"Mumbai, Maharashtra","['Prestige', 'boAt', 'Kanchipuram Saris']","['Handicrafts', 'Home Decor', 'Ethnic Wear', 'Clothing']",4.3,17.0,4.8,1278,8
533,S319,Seller S319,"Delhi, NCR",['boAt'],"['Home Decor', 'Handicrafts', 'Bakeware', 'Appliances']",4.2,8.9,12.1,4136,18
534,S369,Seller S369,"Bengaluru, Karnataka",['Pigeon'],['Electronics'],4.3,21.3,35.1,1989,1
535,S505,Seller S505,"Delhi, NCR",['boAt'],"['Handicrafts', 'Mobiles', 'Home Decor', 'Bakeware']",4.1,23.7,20.0,4742,14
536,S656,Seller S656,"Mumbai, Maharashtra","['Havells', 'Bajaj']","['Clothing', 'Home Decor']",4.3,2.9,20.5,3396,13
537,S104,Seller S104,"Bengaluru, Karnataka","['Mysore Silk Sarees', 'Zebronics', 'Havells', 'Flipkart (in-house)', 'Prestige', 'Bajaj']","['Accessories', 'Bakeware']",4.7,3.8,43.9,2371,2
538,S892,Seller S892,"Srinagar, J&K","['Havells', 'Lava Mobiles']",['Kitchenware'],4.9,22.5,28.4,2008,6
539,S553,Seller S553,"Chennai, Tamil Nadu","['Zebronics', 'Havells', 'Pigeon', 'Flipkart (in-house)', 'Usha']","['Mobiles', 'Accessories', 'Handicrafts', 'Bakeware', 'Kitchenware']",4.3,14.4,4.0,2250,17
540,S818,Seller S818,"Bengaluru, Karnataka","['Bajaj', 'Zebronics', 'boAt', 'Prestige']","['Home Decor', 'Handicrafts', 'Accessories']",4.4,11.5,2.2,2817,11
541,S927,Seller S927,"Srinagar, J&K","['Usha', 'Flipkart (in-house)']","['Mobiles', 'Electronics']",4.5,10.8,12.0,1252,8
542,S370,Seller S370,"Bengaluru, Karnataka","['Bajaj', 'Pigeon', 'Lava Mobiles']","['Handicrafts', 'Appliances', 'Ethnic Wear', 'Accessories', 'Mobiles']",4.3,21.3,37.7,2557,20
543,S984,Seller S984,"Chennai, Tamil Nadu","['boAt', 'Zebronics', 'Kanchipuram Saris', 'Pigeon', 'Usha', 'Prestige']","['Home Decor', 'Clothing', 'Kitchenware']",4.9,24.1,2.7,3377,24
544,S933,Seller S933,"Srinagar, J&K","['boAt', 'Bajaj', 'Zebronics', 'Mysore Silk Sarees', 'Prestige']","['Handicrafts', 'Clothing', 'Kitchenware', 'Appliances']",4.7,24.6,28.7,4201,2
545,S389,Seller S389,"Srinagar, J&K","['Bajaj', 'Manyavar', 'Kanchipuram Saris', 'Pigeon', 'Prestige', 'Havells']","['Clothing', 'Home Decor']",4.6,18.7,30.9,4633,10
546,S622,Seller S622,"Delhi, NCR","['Prestige', 'Havells', 'Pigeon', 'Bajaj']","['Appliances', 'Ethnic Wear']",4.5,3.9,17.5,3281,1
547,S689,Seller S689,"Srinagar, J&K","['Flipkart (in-house)', 'Manyavar']","['Accessories', 'Mobiles', 'Clothing', 'Home Decor', 'Bakeware']",5.0,10.1,22.5,2881,4
548,S702,Seller S702,"Chennai, Tamil Nadu","['Prestige', 'Mysore Silk Sarees']",['Bakeware'],4.1,1.3,21.1,4476,9
549,S801,Seller S801,"Bengaluru, Karnataka","['Lava Mobiles', 'Usha', 'Manyavar']","['Accessories', 'Electronics', 'Home Decor', 'Mobiles', 'Ethnic Wear']",5.0,24.5,38.7,2088,24
550,S367,Seller S367,"Chennai, Tamil Nadu","['Zebronics', 'Flipkart (in-house)', 'Lava Mobiles']","['Kitchenware', 'Ethnic Wear']",4.7,14.7,46.4,2442,24
551,S303,Seller S303,"Mumbai, Maharashtra","['Mysore Silk Sarees', 'Manyavar']","['Handicrafts', 'Home Decor', 'Appliances']",4.3,12.9,26.7,2416,6
552,S674,Seller S674,"Chennai, Tamil Nadu","['Lava Mobiles', 'Havells']",['Bakeware'],4.2,7.3,8.4,1001,24
553,S372,Seller S372,"Mumbai, Maharashtra","['Flipkart (in-house)', 'Pigeon', 'Lava Mobiles']","['Appliances', 'Accessories', 'Electronics']",4.0,23.6,13.6,1025,23
554,S768,Seller S768,"Srinagar, J&K","['Manyavar', 'Havells']","['Electronics', 'Accessories']",4.9,15.2,26.0,3095,2
555,S317,Seller S317,"Mumbai, Maharashtra",['Kanchipuram Saris'],"['Bakeware', 'Home Decor']",4.3,21.1,34.8,2302,9
556,S132,Seller S132,"Chennai, Tamil Nadu","['Kanchipuram Saris', 'Manyavar']","['Clothing', 'Accessories', 'Home Decor', 'Kitchenware', 'Ethnic Wear']",4.6,8.3,45.2,2215,9
557,S800,Seller S800,"Delhi, NCR","['Bajaj', 'Manyavar', 'Havells', 'Kanchipuram Saris']","['Electronics', 'Ethnic Wear', 'Handicrafts', 'Clothing']",4.3,4.9,34.9,2598,17
558,S502,Seller S502,"Srinagar, J&K","['Kanchipuram Saris', 'Pigeon', 'Prestige', 'Usha']","['Handicrafts', 'Home Decor']",4.4,1.8,19.5,4491,9
559,S698,Seller S698,"Srinagar, J&K","['boAt', 'Prestige']","['Kitchenware', 'Electronics']",4.8,17.9,3.7,2306,10
560,S773,Seller S773,"Srinagar, J&K","['Havells', 'Usha', 'Mysore Silk Sarees', 'boAt', 'Flipkart (in-house)', 'Bajaj']","['Appliances', 'Kitchenware', 'Home Decor']",4.2,22.2,11.9,2587,12
561,S678,Seller S678,"Delhi, NCR",['Flipkart (in-house)'],"['Clothing', 'Electronics', 'Appliances']",4.2,11.7,13.1,4593,7
562,S595,Seller S595,"Delhi, NCR",['Usha'],['Electronics'],4.9,6.2,44.0,2206,7
563,S563,Seller S563,"Delhi, NCR",['Kanchipuram Saris'],"['Handicrafts', 'Mobiles', 'Accessories']",4.4,10.5,9.5,1816,19
564,S828,Seller S828,"Bengaluru, Karnataka","['Prestige', 'boAt', 'Bajaj', 'Havells']","['Electronics', 'Ethnic Wear', 'Mobiles', 'Home Decor']",4.5,9.7,39.4,3045,15
565,S407,Seller S407,"Mumbai, Maharashtra","['Havells', 'Kanchipuram Saris']",['Electronics'],4.4,10.3,14.6,3919,11
566,S287,Seller S287,"Delhi, NCR","['Havells', 'Kanchipuram Saris', 'Bajaj', 'Pigeon', 'Prestige', 'Lava Mobiles']","['Home Decor', 'Bakeware']",4.3,7.2,43.0,3228,14
567,S976,Seller S976,"Delhi, NCR","['Havells', 'boAt', 'Mysore Silk Sarees', 'Bajaj', 'Lava Mobiles']","['Accessories', 'Mobiles', 'Home Decor', 'Appliances', 'Kitchenware']",4.2,17.9,26.8,3352,5
568,S703,Seller S703,"Bengaluru, Karnataka","['Pigeon', 'Flipkart (in-house)', 'Manyavar']","['Handicrafts', 'Mobiles']",4.2,19.8,11.9,3543,22
569,S381,Seller S381,"Delhi, NCR","['Pigeon', 'Kanchipuram Saris', 'Flipkart (in-house)']","['Home Decor', 'Electronics', 'Bakeware']",4.5,14.1,29.9,1977,2
570,S106,Seller S106,"Bengaluru, Karnataka",['boAt'],['Home Decor'],4.0,6.2,43.9,1228,11
571,S372,Seller S372,"Chennai, Tamil Nadu","['Prestige', 'Lava Mobiles']","['Handicrafts', 'Kitchenware', 'Accessories', 'Mobiles', 'Ethnic Wear']",4.8,23.2,17.1,2473,24
572,S997,Seller S997,"Delhi, NCR","['Flipkart (in-house)', 'Kanchipuram Saris', 'Manyavar']","['Home Decor', 'Ethnic Wear', 'Accessories']",4.6,9.4,49.2,3344,5
573,S881,Seller S881,"Chennai, Tamil Nadu","['Havells', 'Pigeon', 'Bajaj']","['Accessories', 'Ethnic Wear', 'Mobiles', 'Handicrafts', 'Home Decor']",4.8,10.9,15.8,4261,8
